tld,registrar,registrant_country,domain_age,nameserver_domain,mail_domain,tls_age,tls_issuer,url_len,parameters_len,parameters_count,dollar_percent,dash_percent,underscore_percent,dot_percent,plus_percent,exclamation_mark_percent,star_percent,quote_percent,opening_bracket_percent,closing_bracket_percent,comma_percent,numbers_percent,url_entropy,is_redirect,subdomain_count,content_link_count,content_img_count,label
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,0.0,cloudflare.com,publicdomainregistry.com,,,24,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.4701755214643453,,2,0.0,0.0,illegitimate
link,"CSC Corporate Domains, Inc.",US,2273.0,dnsimple.com,cscinfo.com,,,81,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,4.884128978215055,,4,3.0,1.0,illegitimate
org,PDR Ltd. d/b/a PublicDomainRegistry.com,US,2.0,cloudflare.com,publicdomainregistry.com,,,26,0,0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.9500637564362093,,3,55.0,13.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,0.0,cloudflare.com,publicdomainregistry.com,,,25,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.863465189601646,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,1.0,cloudflare.com,publicdomainregistry.com,,,29,0,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.9783335811852645,,2,877.0,534.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,0.0,cloudflare.com,publicdomainregistry.com,,,21,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.558518613048906,,2,0.0,0.0,illegitimate
xyz,"Registrar of Domain Names REG.RU, LLC",PL,0.0,cloudflare.com,reg.ru,,,23,0,0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3.914866303883101,,3,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,1.0,cloudflare.com,publicdomainregistry.com,,,27,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.4541684103574046,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,1.0,cloudflare.com,publicdomainregistry.com,,,25,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.973660689688185,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,1.0,cloudflare.com,publicdomainregistry.com,,,30,0,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5232314287976205,,2,0.0,0.0,illegitimate
pl,home.pl S.A.,,0.0,cloudflare.com,,,,24,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.001629167387823,,2,9.0,2.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,1.0,cloudflare.com,publicdomainregistry.com,,,32,0,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.8871987351738495,,2,0.0,0.0,illegitimate
homes,Namecheap,IS,2.0,registrar-servers.com,namecheap.com,,,25,0,0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.9238561897747233,,3,14.0,11.0,illegitimate
homes,Namecheap,IS,2.0,registrar-servers.com,namecheap.com,,,21,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.011365041826378,,2,14.0,11.0,illegitimate
site,"Registrar of Domain Names REG.RU, LLC",RU,168.0,cloudflare.com,reg.ru,,,16,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.25,,2,0.0,0.0,illegitimate
com,"NameCheap, Inc.",IS,700.0,cloudflare.com,withheldforprivacy.com,,,24,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.7201755214643453,,2,12.0,7.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,1.0,cloudflare.com,publicdomainregistry.com,,,28,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.869331261111519,,2,0.0,0.0,illegitimate
com,"NameCheap, Inc.",IS,575.0,cloudflare.com,namecheap.com,,,27,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.7323082253324764,,2,11.0,55.0,illegitimate
com,"NameCheap, Inc.",IS,160.0,grovehost.com,withheldforprivacy.com,,,22,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.879664004902593,,2,18.0,52.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,1.0,cloudflare.com,publicdomainregistry.com,,,35,0,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.965595703996378,,2,0.0,0.0,illegitimate
site,"Registrar of Domain Names REG.RU, LLC",RU,235.0,cloudflare.com,reg.ru,0.0,GTS CA 1P5,46,21,0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,4.5861833586925815,True,2,2.0,7.0,illegitimate
pl,dhosting.pl Sp. z o.o.,,2.0,cloudflare.com,,,,29,0,0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.116264615668023,,3,1.0,0.0,illegitimate
pl,Aftermarket.pl Limited,,9331.0,co.pl,dropped.pl,,,54,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,4.3593644200099275,,4,1.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,0.0,cloudflare.com,publicdomainregistry.com,,,25,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.239079570624174,,2,0.0,0.0,illegitimate
pl,dhosting.pl Sp. z o.o.,,2.0,cloudflare.com,,,,29,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.021268494903765,,4,1.0,0.0,illegitimate
zone,"GoDaddy.com, LLC",US,1173.0,korbank.com,godaddy.com,69.0,R3,55,0,0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4.398830622300881,False,4,7.0,4.0,illegitimate
cc,PDR Ltd. d/b/a PublicDomainRegistry.com,,23.0,dnspod.com,publicdomainregistry.com,,,27,0,0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.8561962982193805,,3,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,1.0,cloudflare.com,publicdomainregistry.com,,,30,0,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.923231428797621,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,0.0,cloudflare.com,publicdomainregistry.com,,,21,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.748994803525096,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,1.0,cloudflare.com,publicdomainregistry.com,,,28,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.137537511266052,,2,877.0,534.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,1.0,cloudflare.com,publicdomainregistry.com,,,31,0,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.7166308917868656,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,0.0,cloudflare.com,publicdomainregistry.com,,,20,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.384183719779189,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,1.0,cloudflare.com,publicdomainregistry.com,,,24,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.517894147619623,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,0.0,cloudflare.com,publicdomainregistry.com,,,27,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.652130557318382,,2,0.0,0.0,illegitimate
pl,dhosting.pl Sp. z o.o.,,2.0,cloudflare.com,,,,24,0,0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.6887218755408675,,3,1.0,0.0,illegitimate
pl,Aftermarket.pl Limited,,9331.0,co.pl,dropped.pl,,,52,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,4.296714363147035,,4,1.0,0.0,illegitimate
pl,Aftermarket.pl Limited,,9331.0,co.pl,dropped.pl,,,52,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,4.4241987955141635,,4,1.0,0.0,illegitimate
pl,Aftermarket.pl Limited,,9331.0,co.pl,dropped.pl,,,52,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,4.279780045430953,,4,1.0,0.0,illegitimate
pl,dhosting.pl Sp. z o.o.,,2.0,cloudflare.com,,,,24,0,0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.8868421881310122,,3,1.0,0.0,illegitimate
com,PDR Ltd. d/b/a PublicDomainRegistry.com,US,2.0,cloudflare.com,publicdomainregistry.com,,,28,0,0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.9502120649147474,,3,55.0,13.0,illegitimate
pl,AZ.pl Sp. z o.o.,,2.0,cloudflare.com,az.pl,1.0,E1,301,256,0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,5.833605171232477,False,2,9.0,2.0,illegitimate
com,"NameCheap, Inc.",IS,344.0,cloudflare.com,namecheap.com,0.0,GTS CA 2P2,36,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.037844793048882,False,3,0.0,0.0,illegitimate
xyz,"Registrar of Domain Names REG.RU, LLC",PL,1.0,cloudflare.com,reg.ru,,,31,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,4.106949132758152,True,3,1.0,1.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,0.0,cloudflare.com,publicdomainregistry.com,,,22,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.8453509366224354,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,1.0,cloudflare.com,publicdomainregistry.com,,,25,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.863465189601646,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,0.0,cloudflare.com,publicdomainregistry.com,,,20,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5464393446710156,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,1.0,cloudflare.com,publicdomainregistry.com,,,26,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.7004397181410917,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,1.0,cloudflare.com,publicdomainregistry.com,,,26,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.8731406795131322,,2,877.0,534.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,0.0,cloudflare.com,publicdomainregistry.com,,,30,0,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0062389286533895,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,1.0,cloudflare.com,publicdomainregistry.com,,,29,0,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.116264615668023,,2,0.0,0.0,illegitimate
link,"CSC Corporate Domains, Inc.",US,2273.0,dnsimple.com,cscinfo.com,,,81,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,4.761792720378434,,4,8.0,0.0,illegitimate
app,MarkMonitor Inc.,US,1590.0,googledomains.com,markmonitor.com,,,25,0,0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.9736606896881845,,3,1.0,1.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,1.0,cloudflare.com,publicdomainregistry.com,,,23,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.882045108136863,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,0.0,cloudflare.com,publicdomainregistry.com,,,27,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.060262039120379,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,0.0,cloudflare.com,publicdomainregistry.com,,,29,0,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.021268494903765,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,1.0,cloudflare.com,publicdomainregistry.com,,,26,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.777362795064169,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,1.0,cloudflare.com,publicdomainregistry.com,,,31,0,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.667928472292448,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,1.0,cloudflare.com,publicdomainregistry.com,,,29,0,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.905924427043545,,2,877.0,534.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,1.0,cloudflare.com,publicdomainregistry.com,,,28,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.94075983254009,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,0.0,cloudflare.com,publicdomainregistry.com,,,21,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.689703732199547,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,1.0,cloudflare.com,publicdomainregistry.com,,,24,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.772055208874201,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,0.0,cloudflare.com,publicdomainregistry.com,,,23,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.240528260216712,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,0.0,cloudflare.com,publicdomainregistry.com,,,35,0,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.04716007463276,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,1.0,cloudflare.com,publicdomainregistry.com,,,25,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.749275070710712,,2,877.0,534.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,1.0,cloudflare.com,publicdomainregistry.com,,,24,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.772055208874201,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,0.0,cloudflare.com,publicdomainregistry.com,,,24,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.938721875540868,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,0.0,cloudflare.com,publicdomainregistry.com,,,23,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5555331514269963,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,1.0,cloudflare.com,publicdomainregistry.com,,,24,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.053508854797679,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,0.0,cloudflare.com,publicdomainregistry.com,,,24,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.386842188131012,,2,0.0,0.0,illegitimate
online,Namecheap,IS,1.0,cloudflare.com,namecheap.com,,,21,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.9161269465882835,,2,,,illegitimate
pl,Aftermarket.pl Limited,,9331.0,co.pl,dropped.pl,,,52,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,4.380647593466271,,4,1.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,0.0,cloudflare.com,publicdomainregistry.com,,,33,0,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.991215710201985,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,0.0,cloudflare.com,publicdomainregistry.com,,,31,0,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.80871969734407,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,1.0,cloudflare.com,publicdomainregistry.com,,,22,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.82306798227366,,2,877.0,534.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,1.0,cloudflare.com,publicdomainregistry.com,,,24,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.636842188131012,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,0.0,cloudflare.com,publicdomainregistry.com,,,23,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.6539967386657097,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,1.0,cloudflare.com,publicdomainregistry.com,,,27,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.7821222241453065,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,0.0,cloudflare.com,publicdomainregistry.com,,,24,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.8553885422075345,,2,0.0,0.0,illegitimate
pl,Aftermarket.pl Limited,,9331.0,co.pl,dropped.pl,,,52,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,4.435546689086912,,4,1.0,0.0,illegitimate
pl,dhosting.pl Sp. z o.o.,,3.0,cloudflare.com,,,,35,0,0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.128724445269141,,4,1.0,0.0,illegitimate
pl,Aftermarket.pl Limited,,9331.0,co.pl,dropped.pl,,,54,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,4.434809492623761,,4,1.0,0.0,illegitimate
pl,Aftermarket.pl Limited,,9331.0,co.pl,dropped.pl,,,52,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,4.512469766009989,,4,1.0,0.0,illegitimate
pl,dhosting.pl Sp. z o.o.,,0.0,cloudflare.com,,,,26,0,0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.7962176025900556,,3,1.0,0.0,illegitimate
pl,Aftermarket.pl Limited,,9331.0,co.pl,dropped.pl,,,52,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,3.8222713927036285,,4,1.0,0.0,illegitimate
pl,dhosting.pl Sp. z o.o.,,0.0,cloudflare.com,,,,31,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.1313003425053605,,4,1.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,0.0,cloudflare.com,publicdomainregistry.com,,,29,0,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.6335059949783677,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,0.0,cloudflare.com,publicdomainregistry.com,,,35,0,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.9217212310452396,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,1.0,cloudflare.com,publicdomainregistry.com,,,36,0,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.083274571476652,,2,877.0,534.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,0.0,cloudflare.com,publicdomainregistry.com,,,21,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.558518613048906,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,1.0,cloudflare.com,publicdomainregistry.com,,,25,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.7034651896016464,,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,0.0,cloudflare.com,publicdomainregistry.com,,,22,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.6292196865240967,,2,0.0,0.0,illegitimate
pl,Aftermarket.pl Limited,,9331.0,co.pl,dropped.pl,,,52,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,4.4285365356907525,,4,1.0,0.0,illegitimate
pl,dhosting.pl Sp. z o.o.,,3.0,cloudflare.com,,,,27,0,0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.032303242743954,,4,1.0,0.0,illegitimate
pl,AZ.pl Sp. z o.o.,,6.0,cloudflare.com,az.pl,6.0,GTS CA 1P5,299,256,0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,5.848965838372412,False,2,9.0,2.0,illegitimate
pl,AZ.pl Sp. z o.o.,,6.0,cloudflare.com,az.pl,6.0,GTS CA 1P5,75,32,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5.128427690322805,True,2,9.0,2.0,illegitimate
pl,AZ.pl Sp. z o.o.,,6.0,cloudflare.com,az.pl,6.0,GTS CA 1P5,75,32,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5.010364317359161,False,2,9.0,2.0,illegitimate
pl,AZ.pl Sp. z o.o.,,6.0,cloudflare.com,az.pl,6.0,GTS CA 1P5,75,32,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,5.117030984025829,False,2,9.0,2.0,illegitimate
pl,AZ.pl Sp. z o.o.,,6.0,cloudflare.com,az.pl,6.0,GTS CA 1P5,75,32,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5.026965817330317,False,2,9.0,2.0,illegitimate
pl,AZ.pl Sp. z o.o.,,6.0,cloudflare.com,az.pl,6.0,GTS CA 1P5,75,32,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5.0916958569606265,False,2,9.0,2.0,illegitimate
pl,AZ.pl Sp. z o.o.,,6.0,cloudflare.com,az.pl,6.0,GTS CA 1P5,75,32,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5.111826190351652,True,2,9.0,2.0,illegitimate
pl,AZ.pl Sp. z o.o.,,6.0,cloudflare.com,az.pl,6.0,GTS CA 1P5,75,32,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5.080299150663648,False,2,9.0,2.0,illegitimate
pl,AZ.pl Sp. z o.o.,,6.0,cloudflare.com,az.pl,6.0,GTS CA 1P5,75,32,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5.086835483939288,False,2,9.0,2.0,illegitimate
pl,AZ.pl Sp. z o.o.,,6.0,cloudflare.com,az.pl,6.0,GTS CA 1P5,75,32,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5.2386231904093465,False,2,9.0,2.0,illegitimate
pl,AZ.pl Sp. z o.o.,,6.0,cloudflare.com,az.pl,1.0,GTS CA 1P5,299,256,0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,5.909810840997562,True,2,9.0,2.0,illegitimate
pl,AZ.pl Sp. z o.o.,,6.0,cloudflare.com,az.pl,0.0,GTS CA 1P5,300,257,0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,5.900407038649353,False,2,9.0,2.0,illegitimate
pl,AZ.pl Sp. z o.o.,,6.0,cloudflare.com,az.pl,0.0,GTS CA 1P5,300,257,0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,5.925493547031031,False,2,9.0,2.0,illegitimate
com,Nom-iq Ltd. dba COM LAUDE,US,1057.0,azure-dns.com,comlaude.com,87.0,Microsoft Azure TLS Issuing CA 05,662,515,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104,5.758855682456739,False,3,5.0,2.0,illegitimate
com,Nom-iq Ltd. dba COM LAUDE,US,1057.0,azure-dns.com,comlaude.com,87.0,Microsoft Azure TLS Issuing CA 05,26,0,0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.7962176025900556,False,3,0.0,0.0,illegitimate
